timestamp_ms,alpha,beta,gamma,a,b,c
1765810701167,91.80000000000001,2.4000000000000004,0,0,-87.6,1.8000000000000116
1765810701184,93.5,2.4000000000000004,0.1,-2.3845488131439696,-87.59791878766349,5.886643515066432
1765810701201,94.30000000000001,2.3000000000000003,0.1,-2.4882159544072815,-87.69782828007959,6.790223353128189
1765810701217,96,2.3000000000000003,0.1,-2.4882159544072815,-87.69782828007959,8.490223353128187
1765810701234,97.80000000000001,2.3000000000000003,0.1,-2.4882159544072815,-87.69782828007959,10.290223353128189
1765810701251,98.60000000000001,2.3000000000000003,0.1,-2.4882159544072815,-87.69782828007959,11.090223353128188
1765810701267,100.5,2.3000000000000003,0.1,-2.4882159544072815,-87.69782828007959,12.990223353128183
1765810701284,102.4,2.3000000000000003,0.1,-2.4882159544072815,-87.69782828007959,14.890223353128176
1765810701301,103.4,2.3000000000000003,0.1,-2.4882159544072815,-87.69782828007959,15.890223353128183
1765810701317,105.60000000000001,2.3000000000000003,0.2,-4.9670743077391215,-87.69132537762638,20.571089108237146
1765810701334,107.9,2.3000000000000003,0.2,-4.9670743077391215,-87.69132537762638,22.87108910823714
1765810701351,109.10000000000001,2.2,0.2,-5.191879327822494,-87.79093224638218,24.295719527901905
1765810701367,111.60000000000001,2.1,0.1,-2.725090535677707,-87.89762146088724,24.326923337038384
1765810701384,114.10000000000001,2,0,0,-88.00000000000001,24.100000000000016
1765810701401,115.4,2,-0.1,2.8612430292099083,-87.99750257475732,22.537011463854302
1765810701417,117.80000000000001,2,-0.1,2.8612430292099083,-87.99750257475732,24.937011463854336
1765810701434,120.2,2.1,-0.1,2.725090535677707,-87.89762146088724,27.473076662961635
1765810701451,121.4,2.1,-0.1,2.725090535677707,-87.89762146088724,28.673076662961623
1765810701467,123.80000000000001,2.2,-0.1,2.601283487666069,-87.79772956133415,31.196796413755923
1765810701484,126.10000000000001,2.2,-0.2,5.191879327822494,-87.79093224638218,30.904280472098105
1765810701501,127.2,2.2,-0.2,5.191879327822494,-87.79093224638218,32.00428047209809
1765810701517,129.5,2.2,-0.2,5.191879327822494,-87.79093224638218,34.30428047209811
1765810701534,131.70000000000002,2.1,-0.2,5.437899330097752,-87.89050193484876,36.25843506439035
1765810701551,132.8,2.1,-0.30000000000000004,8.12647347655447,-87.87868915633942,34.66802810820119
1765810701567,135,2,-0.30000000000000004,8.527313064329293,-87.97763419657245,36.46745040423234
1765810701584,137.1,2,-0.2,5.7082773602993235,-87.99002891752032,41.38823162317136
1765810701601,138.20000000000002,2,-0.2,5.7082773602993235,-87.99002891752032,42.48823162317139
1765810701617,140.3,2,-0.30000000000000004,8.527313064329293,-87.97763419657245,41.767450404232356
1765810701634,141.4,2,-0.30000000000000004,8.527313064329293,-87.97763419657245,42.86745040423235
1765810701651,143.5,2,-0.30000000000000004,8.527313064329293,-87.97763419657245,44.967450404232345
1765810701667,145.6,2,-0.30000000000000004,8.527313064329293,-87.97763419657245,47.06745040423233
1765810701684,146.70000000000002,2,-0.30000000000000004,8.527313064329293,-87.97763419657245,48.16745040423235
1765810701701,148.70000000000002,1.9000000000000001,-0.30000000000000004,8.969350568621408,-88.07647016985585,49.72567477576814
1765810701717,150.70000000000002,1.9000000000000001,-0.30000000000000004,8.969350568621408,-88.07647016985585,51.72567477576815
1765810701734,151.70000000000002,1.8,-0.30000000000000004,9.459222854272564,-88.17517935424209,52.23606435836603
1765810701751,153.60000000000002,1.8,-0.30000000000000004,9.459222854272564,-88.17517935424209,54.13606435836601
1765810701767,155.4,1.7000000000000002,-0.30000000000000004,10.005057364323175,-88.2737399998635,55.39049170938473
1765810701784,156.4,1.7000000000000002,-0.30000000000000004,10.005057364323175,-88.2737399998635,56.39049170938475
1765810701801,158.20000000000002,1.6,-0.30000000000000004,10.616910017091994,-88.37212512639238,57.57890091090466
1765810701817,160,1.6,-0.30000000000000004,10.616910017091994,-88.37212512639238,59.378900910904626
1765810701834,160.8,1.5,-0.30000000000000004,11.307364699706856,-88.47030086705033,59.488708076196986
1765810701851,162.60000000000002,1.5,-0.30000000000000004,11.307364699706856,-88.47030086705033,61.288708076197004
1765810701867,164.3,1.4000000000000001,-0.30000000000000004,12.092367149401962,-88.56822414891506,62.20396746842658
1765810701901,166.8,1.4000000000000001,-0.30000000000000004,12.092367149401962,-88.56822414891506,64.70396746842658
1765810701917,168.5,1.4000000000000001,-0.30000000000000004,12.092367149401962,-88.56822414891506,66.40396746842657
1765810701934,169.3,1.4000000000000001,-0.2,8.12848960314906,-88.58578925226539,71.16906681183767
1765810701951,170.9,1.4000000000000001,-0.2,8.12848960314906,-88.58578925226539,72.76906681183767
1765810701967,171.70000000000002,1.4000000000000001,-0.2,8.12848960314906,-88.58578925226539,73.5690668118377
1765810701984,173.20000000000002,1.3,-0.2,8.744667077084856,-88.6847079656164,74.45306389524123
1765810702001,174.8,1.3,-0.2,8.744667077084856,-88.6847079656164,76.05306389524124
1765810702017,175.60000000000002,1.3,-0.2,8.744667077084856,-88.6847079656164,76.85306389524123
1765810702034,177.10000000000002,1.3,-0.2,8.744667077084856,-88.6847079656164,78.35306389524125
1765810702051,178.70000000000002,1.3,-0.2,8.744667077084856,-88.6847079656164,79.95306389524124
1765810702068,179.5,1.3,-0.2,8.744667077084856,-88.6847079656164,80.75306389524123
1765810702084,181.10000000000002,1.3,-0.2,8.744667077084856,-88.6847079656164,82.35306389524125
1765810702101,182.8,1.3,-0.2,8.744667077084856,-88.6847079656164,84.05306389524122
1765810702117,183.60000000000002,1.3,-0.2,8.744667077084856,-88.6847079656164,84.85306389524125
1765810702134,185.3,1.2000000000000002,-0.2,9.46094477057056,-88.78344989779717,85.83696075563853
1765810702151,186.9,1.2000000000000002,-0.1,4.762945945748735,-88.7958411492692,92.13600681815323
1765810702167,187.70000000000002,1.2000000000000002,-0.1,4.762945945748735,-88.7958411492692,92.93600681815326
1765810702184,189.4,1.2000000000000002,-0.2,9.46094477057056,-88.78344989779717,89.93696075563851
1765810702200,191,1.2000000000000002,-0.1,4.762945945748735,-88.7958411492692,96.23600681815323
1765810702217,192.60000000000002,1.2000000000000002,-0.1,4.762945945748735,-88.7958411492692,97.83600681815325
1765810702234,193.4,1.2000000000000002,-0.1,4.762945945748735,-88.7958411492692,98.63600681815323
1765810702251,194.9,1.1,-0.1,5.193791560519525,-88.89546445446696,99.7052484786623
1765810702267,196.5,1.1,-0.1,5.193791560519525,-88.89546445446696,101.30524847866229
1765810702284,197.20000000000002,1.1,-0.1,5.193791560519525,-88.89546445446696,102.0052484786623
1765810702301,198.8,1.1,0,0,-88.9,108.80000000000003
1765810702317,200.3,1.1,0,0,-88.9,110.30000000000001
1765810702334,201,1.1,0,0,-88.9,111.00000000000001
1765810702351,202.5,1,0,0,-89,112.5
1765810702367,203.3,1,0,0,-89,113.30000000000003
1765810702384,204.8,1.1,0.1,-5.193791560519525,-88.89546445446696,119.99475152133775
1765810702401,206.4,1.1,0.1,-5.193791560519525,-88.89546445446696,121.59475152133774
1765810702418,207.10000000000002,1.1,0.1,-5.193791560519525,-88.89546445446696,122.29475152133776
1765810702434,208.70000000000002,1,0.1,-5.710014229173592,-88.99501294307451,124.41088691617418
1765810702450,210.3,1,0.1,-5.710014229173592,-88.99501294307451,126.01088691617419
1765810702467,211.20000000000002,1,0.1,-5.710014229173592,-88.99501294307451,126.91088691617418
1765810702484,212.8,1.1,0.1,-5.193791560519525,-88.89546445446696,127.99475152133773
1765810702500,214.3,1.1,0.1,-5.193791560519525,-88.89546445446696,129.49475152133772
1765810702517,215.10000000000002,1.1,0.1,-5.193791560519525,-88.89546445446696,130.29475152133773
1765810702534,216.70000000000002,1.1,0.2,-10.303587006227758,-88.88196820913676,137.00550692932615
1765810702551,218.20000000000002,1,0.2,-11.308791272220388,-88.98019808867183,139.51053664755065
