timestamp_ms,alpha,beta,gamma,a,b,c
1765810870783,245.3,84.2,13.8,-1.3879676469002322,-5.632029365256353,169.1682751564047
1765810870799,245.60000000000002,84.10000000000001,13.5,-1.3819486091944166,-5.736427784530299,169.16924123224106
1765810870817,245.70000000000002,84.2,13.3,-1.3386212528015689,-5.643925307667893,169.06598685411453
1765810870848,245.5,84.2,13.4,-1.3484989654964386,-5.641580567205871,168.96644615620684
1765810870865,245.20000000000002,84.2,13.700000000000001,-1.3781068630479412,-5.634442986848729,168.96781914879043
1765810870882,245,84.30000000000001,13.9,-1.3735719255725956,-5.532555282586268,168.966371697538
1765810870898,244.60000000000002,84.30000000000001,14.200000000000001,-1.4026030296920105,-5.525287967673867,168.86768546976984
1765810870915,244.3,84.30000000000001,14.5,-1.4315949767493361,-5.517868793932804,168.8689917708352
1765810870932,244.20000000000002,84.30000000000001,14.600000000000001,-1.4412501180610071,-5.515362025609322,168.8694255193676
1765810870965,244.3,84.4,14.5,-1.4063274135140258,-5.421083718939935,168.86658338073318
1765810870999,244.8,84.30000000000001,14.100000000000001,-1.392930305895433,-5.527727289378351,168.9672483686914
1765810871015,245.10000000000002,84.30000000000001,13.700000000000001,-1.3541965011880615,-5.5373156919082325,168.8654917701804
1765810871032,245.3,84.30000000000001,13.600000000000001,-1.3445024723710293,-5.539670533952697,168.96505059888486
1765810871048,245.60000000000002,84.30000000000001,13.3,-1.31539547929124,-5.546633521320187,168.96372231938022
1765810871099,245.5,84.2,13.5,-1.3583724918074334,-5.639218595305458,169.06690464309193
1765810871115,245.3,84.2,13.600000000000001,-1.3682418011733288,-5.6368393993680375,168.9673623091547
1765810871132,245,84.2,14,-1.4076762584900675,-5.6271505251560345,169.06918465324358
1765810871149,244.60000000000002,84.2,14.3,-1.4372063283141505,-5.6197033877628675,168.97054251908432
1765810871165,244.4,84.2,14.5,-1.456870787863815,-5.614652802069338,168.97144344538137
1765810871182,244.20000000000002,84.2,14.8,-1.486333488408997,-5.606948340594934,169.07278824814136
1765810871249,244.5,84.2,14.600000000000001,-1.4666962502727179,-5.612101784644915,169.1718925966909
1765810871265,244.60000000000002,84.2,14.5,-1.456870787863815,-5.614652802069338,169.1714434453814
1765810871282,245,84.2,14.200000000000001,-1.4273673920014884,-5.622202940210636,169.2700907551259
1765810871299,245.3,84.2,13.9,-1.3978241222144168,-5.629598542153407,169.26873032641356
1765810871332,245.5,84.2,13.700000000000001,-1.3781068630479412,-5.634442986848729,169.2678191487904
1765810871365,245.5,84.30000000000001,13.8,-1.3638863289121235,-5.534943938978019,169.36593213819526
